DATE_SK,FULL_DATE,YEAR,MONTH,DAY
872,2024-05-21,2024,5,21
873,2024-05-22,2024,5,22
874,2024-05-23,2024,5,23
875,2024-05-24,2024,5,24
876,2024-05-25,2024,5,25
877,2024-05-26,2024,5,26
878,2024-05-27,2024,5,27
879,2024-05-28,2024,5,28
880,2024-05-29,2024,5,29
881,2024-05-30,2024,5,30
882,2024-05-31,2024,5,31
883,2024-06-01,2024,6,1
884,2024-06-02,2024,6,2
885,2024-06-03,2024,6,3
886,2024-06-04,2024,6,4
887,2024-06-05,2024,6,5
888,2024-06-06,2024,6,6
889,2024-06-07,2024,6,7
890,2024-06-08,2024,6,8
891,2024-06-09,2024,6,9
892,2024-06-10,2024,6,10
893,2024-06-11,2024,6,11
894,2024-06-12,2024,6,12
895,2024-06-13,2024,6,13
896,2024-06-14,2024,6,14
897,2024-06-15,2024,6,15
898,2024-06-16,2024,6,16
899,2024-06-17,2024,6,17
900,2024-06-18,2024,6,18
901,2024-06-19,2024,6,19
902,2024-06-20,2024,6,20
903,2024-06-21,2024,6,21
904,2024-06-22,2024,6,22
905,2024-06-23,2024,6,23
906,2024-06-24,2024,6,24
907,2024-06-25,2024,6,25
908,2024-06-26,2024,6,26
909,2024-06-27,2024,6,27
910,2024-06-28,2024,6,28
911,2024-06-29,2024,6,29
912,2024-06-30,2024,6,30
913,2024-07-01,2024,7,1
914,2024-07-02,2024,7,2
915,2024-07-03,2024,7,3
916,2024-07-04,2024,7,4
917,2024-07-05,2024,7,5
918,2024-07-06,2024,7,6
919,2024-07-07,2024,7,7
920,2024-07-08,2024,7,8
921,2024-07-09,2024,7,9
922,2024-07-10,2024,7,10
923,2024-07-11,2024,7,11
924,2024-07-12,2024,7,12
925,2024-07-13,2024,7,13
926,2024-07-14,2024,7,14
927,2024-07-15,2024,7,15
928,2024-07-16,2024,7,16
929,2024-07-17,2024,7,17
930,2024-07-18,2024,7,18
931,2024-07-19,2024,7,19
932,2024-07-20,2024,7,20
933,2024-07-21,2024,7,21
934,2024-07-22,2024,7,22
935,2024-07-23,2024,7,23
936,2024-07-24,2024,7,24
937,2024-07-25,2024,7,25
938,2024-07-26,2024,7,26
939,2024-07-27,2024,7,27
940,2024-07-28,2024,7,28
941,2024-07-29,2024,7,29
942,2024-07-30,2024,7,30
943,2024-07-31,2024,7,31
944,2024-08-01,2024,8,1
945,2024-08-02,2024,8,2
946,2024-08-03,2024,8,3
947,2024-08-04,2024,8,4
948,2024-08-05,2024,8,5
949,2024-08-06,2024,8,6
950,2024-08-07,2024,8,7
951,2024-08-08,2024,8,8
952,2024-08-09,2024,8,9
953,2024-08-10,2024,8,10
954,2024-08-11,2024,8,11
955,2024-08-12,2024,8,12
956,2024-08-13,2024,8,13
957,2024-08-14,2024,8,14
958,2024-08-15,2024,8,15
959,2024-08-16,2024,8,16
960,2024-08-17,2024,8,17
961,2024-08-18,2024,8,18
962,2024-08-19,2024,8,19
963,2024-08-20,2024,8,20
964,2024-08-21,2024,8,21
965,2024-08-22,2024,8,22
966,2024-08-23,2024,8,23
967,2024-08-24,2024,8,24
968,2024-08-25,2024,8,25
969,2024-08-26,2024,8,26
970,2024-08-27,2024,8,27
971,2024-08-28,2024,8,28
972,2024-08-29,2024,8,29
973,2024-08-30,2024,8,30
974,2024-08-31,2024,8,31
975,2024-09-01,2024,9,1
976,2024-09-02,2024,9,2
977,2024-09-03,2024,9,3
978,2024-09-04,2024,9,4
979,2024-09-05,2024,9,5
980,2024-09-06,2024,9,6
981,2024-09-07,2024,9,7
982,2024-09-08,2024,9,8
983,2024-09-09,2024,9,9
984,2024-09-10,2024,9,10
985,2024-09-11,2024,9,11
986,2024-09-12,2024,9,12
987,2024-09-13,2024,9,13
988,2024-09-14,2024,9,14
989,2024-09-15,2024,9,15
990,2024-09-16,2024,9,16
991,2024-09-17,2024,9,17
992,2024-09-18,2024,9,18
993,2024-09-19,2024,9,19
994,2024-09-20,2024,9,20
995,2024-09-21,2024,9,21
996,2024-09-22,2024,9,22
997,2024-09-23,2024,9,23
998,2024-09-24,2024,9,24
999,2024-09-25,2024,9,25
1000,2024-09-26,2024,9,26
1001,2024-09-27,2024,9,27
1002,2024-09-28,2024,9,28
1003,2024-09-29,2024,9,29
1004,2024-09-30,2024,9,30
1005,2024-10-01,2024,10,1
1006,2024-10-02,2024,10,2
1007,2024-10-03,2024,10,3
1008,2024-10-04,2024,10,4
1009,2024-10-05,2024,10,5
1010,2024-10-06,2024,10,6
1011,2024-10-07,2024,10,7
1012,2024-10-08,2024,10,8
1013,2024-10-09,2024,10,9
1014,2024-10-10,2024,10,10
1015,2024-10-11,2024,10,11
1016,2024-10-12,2024,10,12
1017,2024-10-13,2024,10,13
1018,2024-10-14,2024,10,14
1019,2024-10-15,2024,10,15
1020,2024-10-16,2024,10,16
1021,2024-10-17,2024,10,17
1022,2024-10-18,2024,10,18
1023,2024-10-19,2024,10,19
1024,2024-10-20,2024,10,20
1025,2024-10-21,2024,10,21
1026,2024-10-22,2024,10,22
1027,2024-10-23,2024,10,23
1028,2024-10-24,2024,10,24
1029,2024-10-25,2024,10,25
1030,2024-10-26,2024,10,26
1031,2024-10-27,2024,10,27
1032,2024-10-28,2024,10,28
1033,2024-10-29,2024,10,29
1034,2024-10-30,2024,10,30
1035,2024-10-31,2024,10,31
1036,2024-11-01,2024,11,1
1037,2024-11-02,2024,11,2
1038,2024-11-03,2024,11,3
1039,2024-11-04,2024,11,4
1040,2024-11-05,2024,11,5
1041,2024-11-06,2024,11,6
1042,2024-11-07,2024,11,7
1043,2024-11-08,2024,11,8
1044,2024-11-09,2024,11,9
1045,2024-11-10,2024,11,10
1046,2024-11-11,2024,11,11
1047,2024-11-12,2024,11,12
1048,2024-11-13,2024,11,13
1049,2024-11-14,2024,11,14
1050,2024-11-15,2024,11,15
1051,2024-11-16,2024,11,16
1052,2024-11-17,2024,11,17
1053,2024-11-18,2024,11,18
1054,2024-11-19,2024,11,19
1055,2024-11-20,2024,11,20
1056,2024-11-21,2024,11,21
1057,2024-11-22,2024,11,22
1058,2024-11-23,2024,11,23
1059,2024-11-24,2024,11,24
1060,2024-11-25,2024,11,25
1061,2024-11-26,2024,11,26
1062,2024-11-27,2024,11,27
1063,2024-11-28,2024,11,28
1064,2024-11-29,2024,11,29
1065,2024-11-30,2024,11,30
1066,2024-12-01,2024,12,1
1067,2024-12-02,2024,12,2
1068,2024-12-03,2024,12,3
1069,2024-12-04,2024,12,4
1070,2024-12-05,2024,12,5
1071,2024-12-06,2024,12,6
1072,2024-12-07,2024,12,7
1073,2024-12-08,2024,12,8
1074,2024-12-09,2024,12,9
1075,2024-12-10,2024,12,10
1076,2024-12-11,2024,12,11
1077,2024-12-12,2024,12,12
1078,2024-12-13,2024,12,13
1079,2024-12-14,2024,12,14
1080,2024-12-15,2024,12,15
1081,2024-12-16,2024,12,16
1082,2024-12-17,2024,12,17
1083,2024-12-18,2024,12,18
1084,2024-12-19,2024,12,19
1085,2024-12-20,2024,12,20
1086,2024-12-21,2024,12,21
1087,2024-12-22,2024,12,22
1088,2024-12-23,2024,12,23
1089,2024-12-24,2024,12,24
1090,2024-12-25,2024,12,25
1091,2024-12-26,2024,12,26
1092,2024-12-27,2024,12,27
1093,2024-12-28,2024,12,28
1094,2024-12-29,2024,12,29
1095,2024-12-30,2024,12,30
1096,2024-12-31,2024,12,31
1097,2025-01-01,2025,1,1
1098,2025-01-02,2025,1,2
1099,2025-01-03,2025,1,3
1100,2025-01-04,2025,1,4
1101,2025-01-05,2025,1,5
1102,2025-01-06,2025,1,6
1103,2025-01-07,2025,1,7
1104,2025-01-08,2025,1,8
1105,2025-01-09,2025,1,9
1106,2025-01-10,2025,1,10
1107,2025-01-11,2025,1,11
1108,2025-01-12,2025,1,12
1109,2025-01-13,2025,1,13
1110,2025-01-14,2025,1,14
1111,2025-01-15,2025,1,15
1112,2025-01-16,2025,1,16
1113,2025-01-17,2025,1,17
1114,2025-01-18,2025,1,18
1115,2025-01-19,2025,1,19
1116,2025-01-20,2025,1,20
1117,2025-01-21,2025,1,21
1118,2025-01-22,2025,1,22
1119,2025-01-23,2025,1,23
1120,2025-01-24,2025,1,24
1121,2025-01-25,2025,1,25
1122,2025-01-26,2025,1,26
1123,2025-01-27,2025,1,27
1124,2025-01-28,2025,1,28
1125,2025-01-29,2025,1,29
1126,2025-01-30,2025,1,30
1127,2025-01-31,2025,1,31
1128,2025-02-01,2025,2,1
1129,2025-02-02,2025,2,2
1130,2025-02-03,2025,2,3
1131,2025-02-04,2025,2,4
1132,2025-02-05,2025,2,5
1133,2025-02-06,2025,2,6
1134,2025-02-07,2025,2,7
1135,2025-02-08,2025,2,8
1136,2025-02-09,2025,2,9
1137,2025-02-10,2025,2,10
1138,2025-02-11,2025,2,11
1139,2025-02-12,2025,2,12
1140,2025-02-13,2025,2,13
1141,2025-02-14,2025,2,14
1142,2025-02-15,2025,2,15
1143,2025-02-16,2025,2,16
1144,2025-02-17,2025,2,17
1145,2025-02-18,2025,2,18
1146,2025-02-19,2025,2,19
1147,2025-02-20,2025,2,20
1148,2025-02-21,2025,2,21
1149,2025-02-22,2025,2,22
1150,2025-02-23,2025,2,23
1151,2025-02-24,2025,2,24
1152,2025-02-25,2025,2,25
1153,2025-02-26,2025,2,26
1154,2025-02-27,2025,2,27
1155,2025-02-28,2025,2,28
1156,2025-03-01,2025,3,1
1157,2025-03-02,2025,3,2
1158,2025-03-03,2025,3,3
1159,2025-03-04,2025,3,4
1160,2025-03-05,2025,3,5
1161,2025-03-06,2025,3,6
1162,2025-03-07,2025,3,7
1163,2025-03-08,2025,3,8
1164,2025-03-09,2025,3,9
1165,2025-03-10,2025,3,10
1166,2025-03-11,2025,3,11
1167,2025-03-12,2025,3,12
1168,2025-03-13,2025,3,13
1169,2025-03-14,2025,3,14
1170,2025-03-15,2025,3,15
1171,2025-03-16,2025,3,16
1172,2025-03-17,2025,3,17
1173,2025-03-18,2025,3,18
1174,2025-03-19,2025,3,19
1175,2025-03-20,2025,3,20
1176,2025-03-21,2025,3,21
1177,2025-03-22,2025,3,22
1178,2025-03-23,2025,3,23
1179,2025-03-24,2025,3,24
1180,2025-03-25,2025,3,25
1181,2025-03-26,2025,3,26
1182,2025-03-27,2025,3,27
1183,2025-03-28,2025,3,28
1184,2025-03-29,2025,3,29
1185,2025-03-30,2025,3,30
1186,2025-03-31,2025,3,31
1187,2025-04-01,2025,4,1
1188,2025-04-02,2025,4,2
1189,2025-04-03,2025,4,3
1190,2025-04-04,2025,4,4
1191,2025-04-05,2025,4,5
1192,2025-04-06,2025,4,6
1193,2025-04-07,2025,4,7
1194,2025-04-08,2025,4,8
1195,2025-04-09,2025,4,9
1196,2025-04-10,2025,4,10
1197,2025-04-11,2025,4,11
1198,2025-04-12,2025,4,12
1199,2025-04-13,2025,4,13
1200,2025-04-14,2025,4,14
1201,2025-04-15,2025,4,15
1202,2025-04-16,2025,4,16
1203,2025-04-17,2025,4,17
1204,2025-04-18,2025,4,18
1205,2025-04-19,2025,4,19
1206,2025-04-20,2025,4,20
1207,2025-04-21,2025,4,21
1208,2025-04-22,2025,4,22
1209,2025-04-23,2025,4,23
1210,2025-04-24,2025,4,24
1211,2025-04-25,2025,4,25
1212,2025-04-26,2025,4,26
1213,2025-04-27,2025,4,27
1214,2025-04-28,2025,4,28
1215,2025-04-29,2025,4,29
1216,2025-04-30,2025,4,30
1217,2025-05-01,2025,5,1
1218,2025-05-02,2025,5,2
1219,2025-05-03,2025,5,3
1220,2025-05-04,2025,5,4
1221,2025-05-05,2025,5,5
1222,2025-05-06,2025,5,6
1223,2025-05-07,2025,5,7
1224,2025-05-08,2025,5,8
1225,2025-05-09,2025,5,9
1226,2025-05-10,2025,5,10
1227,2025-05-11,2025,5,11
1228,2025-05-12,2025,5,12
1229,2025-05-13,2025,5,13
1230,2025-05-14,2025,5,14
1231,2025-05-15,2025,5,15
1232,2025-05-16,2025,5,16
1233,2025-05-17,2025,5,17
1234,2025-05-18,2025,5,18
1235,2025-05-19,2025,5,19
1236,2025-05-20,2025,5,20
1237,2025-05-21,2025,5,21
1238,2025-05-22,2025,5,22
1239,2025-05-23,2025,5,23
1240,2025-05-24,2025,5,24
1241,2025-05-25,2025,5,25
1242,2025-05-26,2025,5,26
1243,2025-05-27,2025,5,27
1244,2025-05-28,2025,5,28
1245,2025-05-29,2025,5,29
1246,2025-05-30,2025,5,30
1247,2025-05-31,2025,5,31
1248,2025-06-01,2025,6,1
1249,2025-06-02,2025,6,2
1250,2025-06-03,2025,6,3
1251,2025-06-04,2025,6,4
1252,2025-06-05,2025,6,5
1253,2025-06-06,2025,6,6
1254,2025-06-07,2025,6,7
1255,2025-06-08,2025,6,8
1256,2025-06-09,2025,6,9
1257,2025-06-10,2025,6,10
1258,2025-06-11,2025,6,11
1259,2025-06-12,2025,6,12
1260,2025-06-13,2025,6,13
1261,2025-06-14,2025,6,14
1262,2025-06-15,2025,6,15
1263,2025-06-16,2025,6,16
1264,2025-06-17,2025,6,17
1265,2025-06-18,2025,6,18
1266,2025-06-19,2025,6,19
1267,2025-06-20,2025,6,20
1268,2025-06-21,2025,6,21
1269,2025-06-22,2025,6,22
1270,2025-06-23,2025,6,23
1271,2025-06-24,2025,6,24
1272,2025-06-25,2025,6,25
1273,2025-06-26,2025,6,26
1274,2025-06-27,2025,6,27
1275,2025-06-28,2025,6,28
1276,2025-06-29,2025,6,29
1277,2025-06-30,2025,6,30
1278,2025-07-01,2025,7,1
1279,2025-07-02,2025,7,2
1280,2025-07-03,2025,7,3
1281,2025-07-04,2025,7,4
1282,2025-07-05,2025,7,5
1283,2025-07-06,2025,7,6
1284,2025-07-07,2025,7,7
1285,2025-07-08,2025,7,8
1286,2025-07-09,2025,7,9
1287,2025-07-10,2025,7,10
1288,2025-07-11,2025,7,11
1289,2025-07-12,2025,7,12
1290,2025-07-13,2025,7,13
1291,2025-07-14,2025,7,14
1292,2025-07-15,2025,7,15
1293,2025-07-16,2025,7,16
1294,2025-07-17,2025,7,17
1295,2025-07-18,2025,7,18
1296,2025-07-19,2025,7,19
1297,2025-07-20,2025,7,20
1298,2025-07-21,2025,7,21
1299,2025-07-22,2025,7,22
1300,2025-07-23,2025,7,23
1301,2025-07-24,2025,7,24
1302,2025-07-25,2025,7,25
1303,2025-07-26,2025,7,26
1304,2025-07-27,2025,7,27
1305,2025-07-28,2025,7,28
1306,2025-07-29,2025,7,29
1307,2025-07-30,2025,7,30
1308,2025-07-31,2025,7,31
1309,2025-08-01,2025,8,1
1310,2025-08-02,2025,8,2
1311,2025-08-03,2025,8,3
1312,2025-08-04,2025,8,4
1313,2025-08-05,2025,8,5
1314,2025-08-06,2025,8,6
1315,2025-08-07,2025,8,7
1316,2025-08-08,2025,8,8
1317,2025-08-09,2025,8,9
1318,2025-08-10,2025,8,10
1319,2025-08-11,2025,8,11
1320,2025-08-12,2025,8,12
1321,2025-08-13,2025,8,13
1322,2025-08-14,2025,8,14
1323,2025-08-15,2025,8,15
1324,2025-08-16,2025,8,16
1325,2025-08-17,2025,8,17
1326,2025-08-18,2025,8,18
1327,2025-08-19,2025,8,19
1328,2025-08-20,2025,8,20
1329,2025-08-21,2025,8,21
1330,2025-08-22,2025,8,22
1331,2025-08-23,2025,8,23
1332,2025-08-24,2025,8,24
1333,2025-08-25,2025,8,25
1334,2025-08-26,2025,8,26
1335,2025-08-27,2025,8,27
1336,2025-08-28,2025,8,28
1337,2025-08-29,2025,8,29
1338,2025-08-30,2025,8,30
1339,2025-08-31,2025,8,31
1340,2025-09-01,2025,9,1
1341,2025-09-02,2025,9,2
1342,2025-09-03,2025,9,3
1343,2025-09-04,2025,9,4
1344,2025-09-05,2025,9,5
1345,2025-09-06,2025,9,6
1346,2025-09-07,2025,9,7
1347,2025-09-08,2025,9,8
1348,2025-09-09,2025,9,9
1349,2025-09-10,2025,9,10
1350,2025-09-11,2025,9,11
1351,2025-09-12,2025,9,12
1352,2025-09-13,2025,9,13
1353,2025-09-14,2025,9,14
1354,2025-09-15,2025,9,15
1355,2025-09-16,2025,9,16
1356,2025-09-17,2025,9,17
1357,2025-09-18,2025,9,18
1358,2025-09-19,2025,9,19
1359,2025-09-20,2025,9,20
1360,2025-09-21,2025,9,21
1361,2025-09-22,2025,9,22
1362,2025-09-23,2025,9,23
1363,2025-09-24,2025,9,24
1364,2025-09-25,2025,9,25
1365,2025-09-26,2025,9,26
1366,2025-09-27,2025,9,27
1367,2025-09-28,2025,9,28
1368,2025-09-29,2025,9,29
1369,2025-09-30,2025,9,30
1370,2025-10-01,2025,10,1
1371,2025-10-02,2025,10,2
1372,2025-10-03,2025,10,3
1373,2025-10-04,2025,10,4
1374,2025-10-05,2025,10,5
1375,2025-10-06,2025,10,6
1376,2025-10-07,2025,10,7
1377,2025-10-08,2025,10,8
1378,2025-10-09,2025,10,9
1379,2025-10-10,2025,10,10
1380,2025-10-11,2025,10,11
1381,2025-10-12,2025,10,12
1382,2025-10-13,2025,10,13
1383,2025-10-14,2025,10,14
1384,2025-10-15,2025,10,15
1385,2025-10-16,2025,10,16
1386,2025-10-17,2025,10,17
1387,2025-10-18,2025,10,18
1388,2025-10-19,2025,10,19
1389,2025-10-20,2025,10,20
1390,2025-10-21,2025,10,21
1391,2025-10-22,2025,10,22
1392,2025-10-23,2025,10,23
1393,2025-10-24,2025,10,24
1394,2025-10-25,2025,10,25
1395,2025-10-26,2025,10,26
1396,2025-10-27,2025,10,27
1397,2025-10-28,2025,10,28
1398,2025-10-29,2025,10,29
1399,2025-10-30,2025,10,30
1400,2025-10-31,2025,10,31
1401,2025-11-01,2025,11,1
1402,2025-11-02,2025,11,2
1403,2025-11-03,2025,11,3
1404,2025-11-04,2025,11,4
1405,2025-11-05,2025,11,5
1406,2025-11-06,2025,11,6
1407,2025-11-07,2025,11,7
1408,2025-11-08,2025,11,8
1409,2025-11-09,2025,11,9
1410,2025-11-10,2025,11,10
1411,2025-11-11,2025,11,11
1412,2025-11-12,2025,11,12
1413,2025-11-13,2025,11,13
1414,2025-11-14,2025,11,14
1415,2025-11-15,2025,11,15
1416,2025-11-16,2025,11,16
1417,2025-11-17,2025,11,17
1418,2025-11-18,2025,11,18
1419,2025-11-19,2025,11,19
1420,2025-11-20,2025,11,20
1421,2025-11-21,2025,11,21
1422,2025-11-22,2025,11,22
1423,2025-11-23,2025,11,23
1424,2025-11-24,2025,11,24
1425,2025-11-25,2025,11,25
1426,2025-11-26,2025,11,26
1427,2025-11-27,2025,11,27
1428,2025-11-28,2025,11,28
1429,2025-11-29,2025,11,29
1430,2025-11-30,2025,11,30
1431,2025-12-01,2025,12,1
1432,2025-12-02,2025,12,2
1433,2025-12-03,2025,12,3
1434,2025-12-04,2025,12,4
1435,2025-12-05,2025,12,5
1436,2025-12-06,2025,12,6
1437,2025-12-07,2025,12,7
1438,2025-12-08,2025,12,8
1439,2025-12-09,2025,12,9
1440,2025-12-10,2025,12,10
1441,2025-12-11,2025,12,11
1442,2025-12-12,2025,12,12
1443,2025-12-13,2025,12,13
1444,2025-12-14,2025,12,14
1445,2025-12-15,2025,12,15
1446,2025-12-16,2025,12,16
1447,2025-12-17,2025,12,17
1448,2025-12-18,2025,12,18
1449,2025-12-19,2025,12,19
1450,2025-12-20,2025,12,20
1451,2025-12-21,2025,12,21
1452,2025-12-22,2025,12,22
1453,2025-12-23,2025,12,23
1454,2025-12-24,2025,12,24
1455,2025-12-25,2025,12,25
1456,2025-12-26,2025,12,26
1457,2025-12-27,2025,12,27
1458,2025-12-28,2025,12,28
1459,2025-12-29,2025,12,29
1460,2025-12-30,2025,12,30
1461,2025-12-31,2025,12,31
1462,2026-01-01,2026,1,1
1463,2026-01-02,2026,1,2
1464,2026-01-03,2026,1,3
1465,2026-01-04,2026,1,4
1466,2026-01-05,2026,1,5
1467,2026-01-06,2026,1,6
1468,2026-01-07,2026,1,7
1469,2026-01-08,2026,1,8
1470,2026-01-09,2026,1,9
1471,2026-01-10,2026,1,10
1472,2026-01-11,2026,1,11
1473,2026-01-12,2026,1,12
1474,2026-01-13,2026,1,13
1475,2026-01-14,2026,1,14
1476,2026-01-15,2026,1,15
1477,2026-01-16,2026,1,16
1478,2026-01-17,2026,1,17
1479,2026-01-18,2026,1,18
1480,2026-01-19,2026,1,19
1481,2026-01-20,2026,1,20
1482,2026-01-21,2026,1,21
1483,2026-01-22,2026,1,22
1484,2026-01-23,2026,1,23
1485,2026-01-24,2026,1,24
1486,2026-01-25,2026,1,25
1487,2026-01-26,2026,1,26
1488,2026-01-27,2026,1,27
1489,2026-01-28,2026,1,28
1490,2026-01-29,2026,1,29
1491,2026-01-30,2026,1,30
1492,2026-01-31,2026,1,31
1493,2026-02-01,2026,2,1
1494,2026-02-02,2026,2,2
1495,2026-02-03,2026,2,3
1496,2026-02-04,2026,2,4
1497,2026-02-05,2026,2,5
1498,2026-02-06,2026,2,6
1499,2026-02-07,2026,2,7
1500,2026-02-08,2026,2,8
1501,2026-02-09,2026,2,9
1502,2026-02-10,2026,2,10
1503,2026-02-11,2026,2,11
1504,2026-02-12,2026,2,12
1505,2026-02-13,2026,2,13
1506,2026-02-14,2026,2,14
1507,2026-02-15,2026,2,15
1508,2026-02-16,2026,2,16
1509,2026-02-17,2026,2,17
1510,2026-02-18,2026,2,18
1511,2026-02-19,2026,2,19
1512,2026-02-20,2026,2,20
1513,2026-02-21,2026,2,21
1514,2026-02-22,2026,2,22
1515,2026-02-23,2026,2,23
1516,2026-02-24,2026,2,24
1517,2026-02-25,2026,2,25
1518,2026-02-26,2026,2,26
1519,2026-02-27,2026,2,27
1520,2026-02-28,2026,2,28
1521,2026-03-01,2026,3,1
1522,2026-03-02,2026,3,2
1523,2026-03-03,2026,3,3
1524,2026-03-04,2026,3,4
1525,2026-03-05,2026,3,5
1526,2026-03-06,2026,3,6
1527,2026-03-07,2026,3,7
1528,2026-03-08,2026,3,8
1529,2026-03-09,2026,3,9
1530,2026-03-10,2026,3,10
1531,2026-03-11,2026,3,11
1532,2026-03-12,2026,3,12
1533,2026-03-13,2026,3,13
1534,2026-03-14,2026,3,14
1535,2026-03-15,2026,3,15
1536,2026-03-16,2026,3,16
1537,2026-03-17,2026,3,17
1538,2026-03-18,2026,3,18
1539,2026-03-19,2026,3,19
1540,2026-03-20,2026,3,20
1541,2026-03-21,2026,3,21
1542,2026-03-22,2026,3,22
1543,2026-03-23,2026,3,23
1544,2026-03-24,2026,3,24
1545,2026-03-25,2026,3,25
1546,2026-03-26,2026,3,26
1547,2026-03-27,2026,3,27
1548,2026-03-28,2026,3,28
1549,2026-03-29,2026,3,29
1550,2026-03-30,2026,3,30
1551,2026-03-31,2026,3,31
1552,2026-04-01,2026,4,1
1553,2026-04-02,2026,4,2
1554,2026-04-03,2026,4,3
1555,2026-04-04,2026,4,4
1556,2026-04-05,2026,4,5
1557,2026-04-06,2026,4,6
1558,2026-04-07,2026,4,7
1559,2026-04-08,2026,4,8
1560,2026-04-09,2026,4,9
1561,2026-04-10,2026,4,10
1562,2026-04-11,2026,4,11
1563,2026-04-12,2026,4,12
1564,2026-04-13,2026,4,13
1565,2026-04-14,2026,4,14
1566,2026-04-15,2026,4,15
1567,2026-04-16,2026,4,16
1568,2026-04-17,2026,4,17
1569,2026-04-18,2026,4,18
1570,2026-04-19,2026,4,19
1571,2026-04-20,2026,4,20
1572,2026-04-21,2026,4,21
1573,2026-04-22,2026,4,22
1574,2026-04-23,2026,4,23
1575,2026-04-24,2026,4,24
1576,2026-04-25,2026,4,25
1577,2026-04-26,2026,4,26
1578,2026-04-27,2026,4,27
1579,2026-04-28,2026,4,28
1580,2026-04-29,2026,4,29
1581,2026-04-30,2026,4,30
1582,2026-05-01,2026,5,1
1583,2026-05-02,2026,5,2
1584,2026-05-03,2026,5,3
1585,2026-05-04,2026,5,4
1586,2026-05-05,2026,5,5
1587,2026-05-06,2026,5,6
1588,2026-05-07,2026,5,7
1589,2026-05-08,2026,5,8
1590,2026-05-09,2026,5,9
1591,2026-05-10,2026,5,10
1592,2026-05-11,2026,5,11
1593,2026-05-12,2026,5,12
1594,2026-05-13,2026,5,13
1595,2026-05-14,2026,5,14
1596,2026-05-15,2026,5,15
1597,2026-05-16,2026,5,16
1598,2026-05-17,2026,5,17
1599,2026-05-18,2026,5,18
1600,2026-05-19,2026,5,19
1601,2026-05-20,2026,5,20
1602,2026-05-21,2026,5,21
1603,2026-05-22,2026,5,22
1604,2026-05-23,2026,5,23
1605,2026-05-24,2026,5,24
1606,2026-05-25,2026,5,25
1607,2026-05-26,2026,5,26
1608,2026-05-27,2026,5,27
1609,2026-05-28,2026,5,28
1610,2026-05-29,2026,5,29
1611,2026-05-30,2026,5,30
1612,2026-05-31,2026,5,31
1613,2026-06-01,2026,6,1
1614,2026-06-02,2026,6,2
1615,2026-06-03,2026,6,3
1616,2026-06-04,2026,6,4
1617,2026-06-05,2026,6,5
1618,2026-06-06,2026,6,6
1619,2026-06-07,2026,6,7
1620,2026-06-08,2026,6,8
1621,2026-06-09,2026,6,9
1622,2026-06-10,2026,6,10
1623,2026-06-11,2026,6,11
1624,2026-06-12,2026,6,12
1625,2026-06-13,2026,6,13
1626,2026-06-14,2026,6,14
1627,2026-06-15,2026,6,15
1628,2026-06-16,2026,6,16
1629,2026-06-17,2026,6,17
1630,2026-06-18,2026,6,18
1631,2026-06-19,2026,6,19
1632,2026-06-20,2026,6,20
1633,2026-06-21,2026,6,21
1634,2026-06-22,2026,6,22
1635,2026-06-23,2026,6,23
1636,2026-06-24,2026,6,24
1637,2026-06-25,2026,6,25
1638,2026-06-26,2026,6,26
1639,2026-06-27,2026,6,27
1640,2026-06-28,2026,6,28
1641,2026-06-29,2026,6,29
1642,2026-06-30,2026,6,30
1643,2026-07-01,2026,7,1
1644,2026-07-02,2026,7,2
1645,2026-07-03,2026,7,3
1646,2026-07-04,2026,7,4
1647,2026-07-05,2026,7,5
1648,2026-07-06,2026,7,6
1649,2026-07-07,2026,7,7
1650,2026-07-08,2026,7,8
1651,2026-07-09,2026,7,9
1652,2026-07-10,2026,7,10
1653,2026-07-11,2026,7,11
1654,2026-07-12,2026,7,12
1655,2026-07-13,2026,7,13
1656,2026-07-14,2026,7,14
1657,2026-07-15,2026,7,15
1658,2026-07-16,2026,7,16
1659,2026-07-17,2026,7,17
1660,2026-07-18,2026,7,18
1661,2026-07-19,2026,7,19
1662,2026-07-20,2026,7,20
1663,2026-07-21,2026,7,21
1664,2026-07-22,2026,7,22
1665,2026-07-23,2026,7,23
1666,2026-07-24,2026,7,24
1667,2026-07-25,2026,7,25
1668,2026-07-26,2026,7,26
1669,2026-07-27,2026,7,27
1670,2026-07-28,2026,7,28
1671,2026-07-29,2026,7,29
1672,2026-07-30,2026,7,30
1673,2026-07-31,2026,7,31
1674,2026-08-01,2026,8,1
1675,2026-08-02,2026,8,2
1676,2026-08-03,2026,8,3
1677,2026-08-04,2026,8,4
1678,2026-08-05,2026,8,5
1679,2026-08-06,2026,8,6
1680,2026-08-07,2026,8,7
1681,2026-08-08,2026,8,8
1682,2026-08-09,2026,8,9
1683,2026-08-10,2026,8,10
1684,2026-08-11,2026,8,11
1685,2026-08-12,2026,8,12
1686,2026-08-13,2026,8,13
1687,2026-08-14,2026,8,14
1688,2026-08-15,2026,8,15
1689,2026-08-16,2026,8,16
1690,2026-08-17,2026,8,17
1691,2026-08-18,2026,8,18
1692,2026-08-19,2026,8,19
1693,2026-08-20,2026,8,20
1694,2026-08-21,2026,8,21
1695,2026-08-22,2026,8,22
1696,2026-08-23,2026,8,23
1697,2026-08-24,2026,8,24
1698,2026-08-25,2026,8,25
1699,2026-08-26,2026,8,26
1700,2026-08-27,2026,8,27
