DATE_SK,FULL_DATE,YEAR,MONTH,DAY
20320,2022-12-31,2022,12,19
20321,2022-12-31,2022,12,20
20322,2022-12-31,2022,12,21
20323,2022-12-31,2022,12,22
20324,2022-12-31,2022,12,23
20325,2022-12-31,2022,12,24
20326,2022-12-31,2022,12,25
20327,2022-12-31,2022,12,26
20328,2022-12-31,2022,12,27
20329,2022-12-31,2022,12,28
20330,2022-12-31,2022,12,29
20331,2022-12-31,2022,12,30
20332,2022-12-31,2022,12,31
20333,2022-12-31,2022,12,1
20334,2022-12-31,2022,12,2
20335,2022-12-31,2022,12,3
20336,2022-12-31,2022,12,4
20337,2022-12-31,2022,12,5
20338,2022-12-31,2022,12,6
20339,2022-12-31,2022,12,7
20340,2022-12-31,2022,12,8
20341,2022-12-31,2022,12,9
20342,2022-12-31,2022,12,10
20343,2022-12-31,2022,12,11
20344,2022-12-31,2022,12,12
20345,2022-12-31,2022,12,13
20346,2022-12-31,2022,12,14
20347,2022-12-31,2022,12,15
20348,2022-12-31,2022,12,16
20349,2022-12-31,2022,12,17
20350,2022-12-31,2022,12,18
20351,2022-12-31,2022,12,19
20352,2022-12-31,2022,12,20
20353,2022-12-31,2022,12,21
20354,2022-12-31,2022,12,22
20355,2022-12-31,2022,12,23
20356,2022-12-31,2022,12,24
20357,2022-12-31,2022,12,25
20358,2022-12-31,2022,12,26
20359,2022-12-31,2022,12,27
20360,2022-12-31,2022,12,28
20361,2022-12-31,2022,12,29
20362,2022-12-31,2022,12,30
20363,2022-12-31,2022,12,1
20364,2022-12-31,2022,12,2
20365,2022-12-31,2022,12,3
20366,2022-12-31,2022,12,4
20367,2022-12-31,2022,12,5
20368,2022-12-31,2022,12,6
20369,2022-12-31,2022,12,7
20370,2022-12-31,2022,12,8
20371,2022-12-31,2022,12,9
20372,2022-12-31,2022,12,10
20373,2022-12-31,2022,12,11
20374,2022-12-31,2022,12,12
20375,2022-12-31,2022,12,13
20376,2022-12-31,2022,12,14
20377,2022-12-31,2022,12,15
20378,2022-12-31,2022,12,16
20379,2022-12-31,2022,12,17
20380,2022-12-31,2022,12,18
20381,2022-12-31,2022,12,19
20382,2022-12-31,2022,12,20
20383,2022-12-31,2022,12,21
20384,2022-12-31,2022,12,22
20385,2022-12-31,2022,12,23
20386,2022-12-31,2022,12,24
20387,2022-12-31,2022,12,25
20388,2022-12-31,2022,12,26
20389,2022-12-31,2022,12,27
20390,2022-12-31,2022,12,28
20391,2022-12-31,2022,12,29
20392,2022-12-31,2022,12,30
20393,2022-12-31,2022,12,31
20394,2022-12-31,2022,12,1
20395,2022-12-31,2022,12,2
20396,2022-12-31,2022,12,3
20397,2022-12-31,2022,12,4
20398,2022-12-31,2022,12,5
20399,2022-12-31,2022,12,6
20400,2022-12-31,2022,12,7
20401,2022-12-31,2022,12,8
20402,2022-12-31,2022,12,9
20403,2022-12-31,2022,12,10
20404,2022-12-31,2022,12,11
20405,2022-12-31,2022,12,12
20406,2022-12-31,2022,12,13
20407,2022-12-31,2022,12,14
20408,2022-12-31,2022,12,15
20409,2022-12-31,2022,12,16
20410,2022-12-31,2022,12,17
20411,2022-12-31,2022,12,18
20412,2022-12-31,2022,12,19
20413,2022-12-31,2022,12,20
20414,2022-12-31,2022,12,21
20415,2022-12-31,2022,12,22
20416,2022-12-31,2022,12,23
20417,2022-12-31,2022,12,24
20418,2022-12-31,2022,12,25
20419,2022-12-31,2022,12,26
20420,2022-12-31,2022,12,27
20421,2022-12-31,2022,12,28
20422,2022-12-31,2022,12,29
20423,2022-12-31,2022,12,30
20424,2022-12-31,2022,12,1
20425,2022-12-31,2022,12,2
20426,2022-12-31,2022,12,3
20427,2022-12-31,2022,12,4
20428,2022-12-31,2022,12,5
20429,2022-12-31,2022,12,6
20430,2022-12-31,2022,12,7
20431,2022-12-31,2022,12,8
20432,2022-12-31,2022,12,9
20433,2022-12-31,2022,12,10
20434,2022-12-31,2022,12,11
20435,2022-12-31,2022,12,12
20436,2022-12-31,2022,12,13
20437,2022-12-31,2022,12,14
20438,2022-12-31,2022,12,15
20439,2022-12-31,2022,12,16
20440,2022-12-31,2022,12,17
20441,2022-12-31,2022,12,18
20442,2022-12-31,2022,12,19
20443,2022-12-31,2022,12,20
20444,2022-12-31,2022,12,21
20445,2022-12-31,2022,12,22
20446,2022-12-31,2022,12,23
20447,2022-12-31,2022,12,24
20448,2022-12-31,2022,12,25
20449,2022-12-31,2022,12,26
20450,2022-12-31,2022,12,27
20451,2022-12-31,2022,12,28
20452,2022-12-31,2022,12,29
20453,2022-12-31,2022,12,30
20454,2022-12-31,2022,12,31
20455,2022-12-31,2022,12,1
20456,2022-12-31,2022,12,2
20457,2022-12-31,2022,12,3
20458,2022-12-31,2022,12,4
20459,2022-12-31,2022,12,5
20460,2022-12-31,2022,12,6
20461,2022-12-31,2022,12,7
20462,2022-12-31,2022,12,8
20463,2022-12-31,2022,12,9
20464,2022-12-31,2022,12,10
20465,2022-12-31,2022,12,11
20466,2022-12-31,2022,12,12
20467,2022-12-31,2022,12,13
20468,2022-12-31,2022,12,14
20469,2022-12-31,2022,12,15
20470,2022-12-31,2022,12,16
20471,2022-12-31,2022,12,17
20472,2022-12-31,2022,12,18
20473,2022-12-31,2022,12,19
20474,2022-12-31,2022,12,20
20475,2022-12-31,2022,12,21
20476,2022-12-31,2022,12,22
20477,2022-12-31,2022,12,23
20478,2022-12-31,2022,12,24
20479,2022-12-31,2022,12,25
20480,2022-12-31,2022,12,26
20481,2022-12-31,2022,12,27
20482,2022-12-31,2022,12,28
20483,2022-12-31,2022,12,29
20484,2022-12-31,2022,12,30
20485,2022-12-31,2022,12,31
20486,2022-12-31,2022,12,1
20487,2022-12-31,2022,12,2
20488,2022-12-31,2022,12,3
20489,2022-12-31,2022,12,4
20490,2022-12-31,2022,12,5
20491,2022-12-31,2022,12,6
20492,2022-12-31,2022,12,7
20493,2022-12-31,2022,12,8
20494,2022-12-31,2022,12,9
20495,2022-12-31,2022,12,10
20496,2022-12-31,2022,12,11
20497,2022-12-31,2022,12,12
20498,2022-12-31,2022,12,13
20499,2022-12-31,2022,12,14
20500,2022-12-31,2022,12,15
20501,2022-12-31,2022,12,16
20502,2022-12-31,2022,12,17
20503,2022-12-31,2022,12,18
20504,2022-12-31,2022,12,19
20505,2022-12-31,2022,12,20
20506,2022-12-31,2022,12,21
20507,2022-12-31,2022,12,22
20508,2022-12-31,2022,12,23
20509,2022-12-31,2022,12,24
20510,2022-12-31,2022,12,25
20511,2022-12-31,2022,12,26
20512,2022-12-31,2022,12,27
20513,2022-12-31,2022,12,28
20514,2022-12-31,2022,12,1
20515,2022-12-31,2022,12,2
20516,2022-12-31,2022,12,3
20517,2022-12-31,2022,12,4
20518,2022-12-31,2022,12,5
20519,2022-12-31,2022,12,6
20520,2022-12-31,2022,12,7
20521,2022-12-31,2022,12,8
20522,2022-12-31,2022,12,9
20523,2022-12-31,2022,12,10
20524,2022-12-31,2022,12,11
20525,2022-12-31,2022,12,12
20526,2022-12-31,2022,12,13
20527,2022-12-31,2022,12,14
20528,2022-12-31,2022,12,15
20529,2022-12-31,2022,12,16
20530,2022-12-31,2022,12,17
20531,2022-12-31,2022,12,18
20532,2022-12-31,2022,12,19
20533,2022-12-31,2022,12,20
20534,2022-12-31,2022,12,21
20535,2022-12-31,2022,12,22
20536,2022-12-31,2022,12,23
20537,2022-12-31,2022,12,24
20538,2022-12-31,2022,12,25
20539,2022-12-31,2022,12,26
20540,2022-12-31,2022,12,27
20541,2022-12-31,2022,12,28
20542,2022-12-31,2022,12,29
20543,2022-12-31,2022,12,30
20544,2022-12-31,2022,12,31
20545,2022-12-31,2022,12,1
20546,2022-12-31,2022,12,2
20547,2022-12-31,2022,12,3
20548,2022-12-31,2022,12,4
20549,2022-12-31,2022,12,5
20550,2022-12-31,2022,12,6
20551,2022-12-31,2022,12,7
20552,2022-12-31,2022,12,8
20553,2022-12-31,2022,12,9
20554,2022-12-31,2022,12,10
20555,2022-12-31,2022,12,11
20556,2022-12-31,2022,12,12
20557,2022-12-31,2022,12,13
20558,2022-12-31,2022,12,14
20559,2022-12-31,2022,12,15
20560,2022-12-31,2022,12,16
20561,2022-12-31,2022,12,17
20562,2022-12-31,2022,12,18
20563,2022-12-31,2022,12,19
20564,2022-12-31,2022,12,20
20565,2022-12-31,2022,12,21
20566,2022-12-31,2022,12,22
20567,2022-12-31,2022,12,23
20568,2022-12-31,2022,12,24
20569,2022-12-31,2022,12,25
20570,2022-12-31,2022,12,26
20571,2022-12-31,2022,12,27
20572,2022-12-31,2022,12,28
20573,2022-12-31,2022,12,29
20574,2022-12-31,2022,12,30
20575,2022-12-31,2022,12,1
20576,2022-12-31,2022,12,2
20577,2022-12-31,2022,12,3
20578,2022-12-31,2022,12,4
20579,2022-12-31,2022,12,5
20580,2022-12-31,2022,12,6
20581,2022-12-31,2022,12,7
20582,2022-12-31,2022,12,8
20583,2022-12-31,2022,12,9
20584,2022-12-31,2022,12,10
20585,2022-12-31,2022,12,11
20586,2022-12-31,2022,12,12
20587,2022-12-31,2022,12,13
20588,2022-12-31,2022,12,14
20589,2022-12-31,2022,12,15
20590,2022-12-31,2022,12,16
20591,2022-12-31,2022,12,17
20592,2022-12-31,2022,12,18
20593,2022-12-31,2022,12,19
20594,2022-12-31,2022,12,20
20595,2022-12-31,2022,12,21
20596,2022-12-31,2022,12,22
20597,2022-12-31,2022,12,23
20598,2022-12-31,2022,12,24
20599,2022-12-31,2022,12,25
20600,2022-12-31,2022,12,26
20601,2022-12-31,2022,12,27
20602,2022-12-31,2022,12,28
20603,2022-12-31,2022,12,29
20604,2022-12-31,2022,12,30
20605,2022-12-31,2022,12,31
20606,2022-12-31,2022,12,1
20607,2022-12-31,2022,12,2
20608,2022-12-31,2022,12,3
20609,2022-12-31,2022,12,4
20610,2022-12-31,2022,12,5
20611,2022-12-31,2022,12,6
20612,2022-12-31,2022,12,7
20613,2022-12-31,2022,12,8
20614,2022-12-31,2022,12,9
20615,2022-12-31,2022,12,10
20616,2022-12-31,2022,12,11
20617,2022-12-31,2022,12,12
20618,2022-12-31,2022,12,13
20619,2022-12-31,2022,12,14
20620,2022-12-31,2022,12,15
20621,2022-12-31,2022,12,16
20622,2022-12-31,2022,12,17
20623,2022-12-31,2022,12,18
20624,2022-12-31,2022,12,19
20625,2022-12-31,2022,12,20
20626,2022-12-31,2022,12,21
20627,2022-12-31,2022,12,22
20628,2022-12-31,2022,12,23
20629,2022-12-31,2022,12,24
20630,2022-12-31,2022,12,25
20631,2022-12-31,2022,12,26
20632,2022-12-31,2022,12,27
20633,2022-12-31,2022,12,28
20634,2022-12-31,2022,12,29
20635,2022-12-31,2022,12,30
20636,2022-12-31,2022,12,1
20637,2022-12-31,2022,12,2
20638,2022-12-31,2022,12,3
20639,2022-12-31,2022,12,4
20640,2022-12-31,2022,12,5
20641,2022-12-31,2022,12,6
20642,2022-12-31,2022,12,7
20643,2022-12-31,2022,12,8
20644,2022-12-31,2022,12,9
20645,2022-12-31,2022,12,10
20646,2022-12-31,2022,12,11
20647,2022-12-31,2022,12,12
20648,2022-12-31,2022,12,13
20649,2022-12-31,2022,12,14
20650,2022-12-31,2022,12,15
20651,2022-12-31,2022,12,16
20652,2022-12-31,2022,12,17
20653,2022-12-31,2022,12,18
20654,2022-12-31,2022,12,19
20655,2022-12-31,2022,12,20
20656,2022-12-31,2022,12,21
20657,2022-12-31,2022,12,22
20658,2022-12-31,2022,12,23
20659,2022-12-31,2022,12,24
20660,2022-12-31,2022,12,25
20661,2022-12-31,2022,12,26
20662,2022-12-31,2022,12,27
20663,2022-12-31,2022,12,28
20664,2022-12-31,2022,12,29
20665,2022-12-31,2022,12,30
20666,2022-12-31,2022,12,31
20667,2022-12-31,2022,12,1
20668,2022-12-31,2022,12,2
20669,2022-12-31,2022,12,3
20670,2022-12-31,2022,12,4
20671,2022-12-31,2022,12,5
20672,2022-12-31,2022,12,6
20673,2022-12-31,2022,12,7
20674,2022-12-31,2022,12,8
20675,2022-12-31,2022,12,9
20676,2022-12-31,2022,12,10
20677,2022-12-31,2022,12,11
20678,2022-12-31,2022,12,12
20679,2022-12-31,2022,12,13
20680,2022-12-31,2022,12,14
20681,2022-12-31,2022,12,15
20682,2022-12-31,2022,12,16
20683,2022-12-31,2022,12,17
20684,2022-12-31,2022,12,18
20685,2022-12-31,2022,12,19
20686,2022-12-31,2022,12,20
20687,2022-12-31,2022,12,21
20688,2022-12-31,2022,12,22
20689,2022-12-31,2022,12,23
20690,2022-12-31,2022,12,24
20691,2022-12-31,2022,12,25
20692,2022-12-31,2022,12,26
20693,2022-12-31,2022,12,27
20694,2022-12-31,2022,12,28
20695,2022-12-31,2022,12,29
20696,2022-12-31,2022,12,30
20697,2022-12-31,2022,12,31
20698,2022-12-31,2022,12,1
20699,2022-12-31,2022,12,2
20700,2022-12-31,2022,12,3
20701,2022-12-31,2022,12,4
20702,2022-12-31,2022,12,5
20703,2022-12-31,2022,12,6
20704,2022-12-31,2022,12,7
20705,2022-12-31,2022,12,8
20706,2022-12-31,2022,12,9
20707,2022-12-31,2022,12,10
20708,2022-12-31,2022,12,11
20709,2022-12-31,2022,12,12
20710,2022-12-31,2022,12,13
20711,2022-12-31,2022,12,14
20712,2022-12-31,2022,12,15
20713,2022-12-31,2022,12,16
20714,2022-12-31,2022,12,17
20715,2022-12-31,2022,12,18
20716,2022-12-31,2022,12,19
20717,2022-12-31,2022,12,20
20718,2022-12-31,2022,12,21
20719,2022-12-31,2022,12,22
20720,2022-12-31,2022,12,23
20721,2022-12-31,2022,12,24
20722,2022-12-31,2022,12,25
20723,2022-12-31,2022,12,26
20724,2022-12-31,2022,12,27
20725,2022-12-31,2022,12,28
20726,2022-12-31,2022,12,29
20727,2022-12-31,2022,12,30
20728,2022-12-31,2022,12,1
20729,2022-12-31,2022,12,2
20730,2022-12-31,2022,12,3
20731,2022-12-31,2022,12,4
20732,2022-12-31,2022,12,5
20733,2022-12-31,2022,12,6
20734,2022-12-31,2022,12,7
20735,2022-12-31,2022,12,8
20736,2022-12-31,2022,12,9
20737,2022-12-31,2022,12,10
20738,2022-12-31,2022,12,11
20739,2022-12-31,2022,12,12
20740,2022-12-31,2022,12,13
20741,2022-12-31,2022,12,14
20742,2022-12-31,2022,12,15
20743,2022-12-31,2022,12,16
20744,2022-12-31,2022,12,17
20745,2022-12-31,2022,12,18
20746,2022-12-31,2022,12,19
20747,2022-12-31,2022,12,20
20748,2022-12-31,2022,12,21
20749,2022-12-31,2022,12,22
20750,2022-12-31,2022,12,23
20751,2022-12-31,2022,12,24
20752,2022-12-31,2022,12,25
20753,2022-12-31,2022,12,26
20754,2022-12-31,2022,12,27
20755,2022-12-31,2022,12,28
20756,2022-12-31,2022,12,29
20757,2022-12-31,2022,12,30
20758,2022-12-31,2022,12,31
20759,2022-12-31,2022,12,1
20760,2022-12-31,2022,12,2
20761,2022-12-31,2022,12,3
20762,2022-12-31,2022,12,4
20763,2022-12-31,2022,12,5
20764,2022-12-31,2022,12,6
20765,2022-12-31,2022,12,7
20766,2022-12-31,2022,12,8
20767,2022-12-31,2022,12,9
20768,2022-12-31,2022,12,10
20769,2022-12-31,2022,12,11
20770,2022-12-31,2022,12,12
20771,2022-12-31,2022,12,13
20772,2022-12-31,2022,12,14
20773,2022-12-31,2022,12,15
20774,2022-12-31,2022,12,16
20775,2022-12-31,2022,12,17
20776,2022-12-31,2022,12,18
20777,2022-12-31,2022,12,19
20778,2022-12-31,2022,12,20
20779,2022-12-31,2022,12,21
20780,2022-12-31,2022,12,22
20781,2022-12-31,2022,12,23
20782,2022-12-31,2022,12,24
20783,2022-12-31,2022,12,25
20784,2022-12-31,2022,12,26
20785,2022-12-31,2022,12,27
20786,2022-12-31,2022,12,28
20787,2022-12-31,2022,12,29
20788,2022-12-31,2022,12,30
20789,2022-12-31,2022,12,1
20790,2022-12-31,2022,12,2
20791,2022-12-31,2022,12,3
20792,2022-12-31,2022,12,4
20793,2022-12-31,2022,12,5
20794,2022-12-31,2022,12,6
20795,2022-12-31,2022,12,7
20796,2022-12-31,2022,12,8
20797,2022-12-31,2022,12,9
20798,2022-12-31,2022,12,10
20799,2022-12-31,2022,12,11
20800,2022-12-31,2022,12,12
20801,2022-12-31,2022,12,13
20802,2022-12-31,2022,12,14
20803,2022-12-31,2022,12,15
20804,2022-12-31,2022,12,16
20805,2022-12-31,2022,12,17
20806,2022-12-31,2022,12,18
20807,2022-12-31,2022,12,19
20808,2022-12-31,2022,12,20
20809,2022-12-31,2022,12,21
20810,2022-12-31,2022,12,22
20811,2022-12-31,2022,12,23
20812,2022-12-31,2022,12,24
20813,2022-12-31,2022,12,25
20814,2022-12-31,2022,12,26
20815,2022-12-31,2022,12,27
20816,2022-12-31,2022,12,28
20817,2022-12-31,2022,12,29
20818,2022-12-31,2022,12,30
20819,2022-12-31,2022,12,31
20820,2022-12-31,2022,12,1
20821,2022-12-31,2022,12,2
20822,2022-12-31,2022,12,3
20823,2022-12-31,2022,12,4
20824,2022-12-31,2022,12,5
20825,2022-12-31,2022,12,6
20826,2022-12-31,2022,12,7
20827,2022-12-31,2022,12,8
20828,2022-12-31,2022,12,9
20829,2022-12-31,2022,12,10
20830,2022-12-31,2022,12,11
20831,2022-12-31,2022,12,12
20832,2022-12-31,2022,12,13
20833,2022-12-31,2022,12,14
20834,2022-12-31,2022,12,15
20835,2022-12-31,2022,12,16
20836,2022-12-31,2022,12,17
20837,2022-12-31,2022,12,18
20838,2022-12-31,2022,12,19
20839,2022-12-31,2022,12,20
20840,2022-12-31,2022,12,21
20841,2022-12-31,2022,12,22
20842,2022-12-31,2022,12,23
20843,2022-12-31,2022,12,24
20844,2022-12-31,2022,12,25
20845,2022-12-31,2022,12,26
20846,2022-12-31,2022,12,27
20847,2022-12-31,2022,12,28
20848,2022-12-31,2022,12,29
20849,2022-12-31,2022,12,30
20850,2022-12-31,2022,12,31
20851,2022-12-31,2022,12,1
20852,2022-12-31,2022,12,2
20853,2022-12-31,2022,12,3
20854,2022-12-31,2022,12,4
20855,2022-12-31,2022,12,5
20856,2022-12-31,2022,12,6
20857,2022-12-31,2022,12,7
20858,2022-12-31,2022,12,8
20859,2022-12-31,2022,12,9
20860,2022-12-31,2022,12,10
20861,2022-12-31,2022,12,11
20862,2022-12-31,2022,12,12
20863,2022-12-31,2022,12,13
20864,2022-12-31,2022,12,14
20865,2022-12-31,2022,12,15
20866,2022-12-31,2022,12,16
20867,2022-12-31,2022,12,17
20868,2022-12-31,2022,12,18
20869,2022-12-31,2022,12,19
20870,2022-12-31,2022,12,20
20871,2022-12-31,2022,12,21
20872,2022-12-31,2022,12,22
20873,2022-12-31,2022,12,23
20874,2022-12-31,2022,12,24
20875,2022-12-31,2022,12,25
20876,2022-12-31,2022,12,26
20877,2022-12-31,2022,12,27
20878,2022-12-31,2022,12,28
20879,2022-12-31,2022,12,1
20880,2022-12-31,2022,12,2
20881,2022-12-31,2022,12,3
20882,2022-12-31,2022,12,4
20883,2022-12-31,2022,12,5
20884,2022-12-31,2022,12,6
20885,2022-12-31,2022,12,7
20886,2022-12-31,2022,12,8
20887,2022-12-31,2022,12,9
20888,2022-12-31,2022,12,10
20889,2022-12-31,2022,12,11
20890,2022-12-31,2022,12,12
20891,2022-12-31,2022,12,13
20892,2022-12-31,2022,12,14
20893,2022-12-31,2022,12,15
20894,2022-12-31,2022,12,16
20895,2022-12-31,2022,12,17
20896,2022-12-31,2022,12,18
20897,2022-12-31,2022,12,19
20898,2022-12-31,2022,12,20
20899,2022-12-31,2022,12,21
20900,2022-12-31,2022,12,22
20901,2022-12-31,2022,12,23
20902,2022-12-31,2022,12,24
20903,2022-12-31,2022,12,25
20904,2022-12-31,2022,12,26
20905,2022-12-31,2022,12,27
20906,2022-12-31,2022,12,28
20907,2022-12-31,2022,12,29
20908,2022-12-31,2022,12,30
20909,2022-12-31,2022,12,31
20910,2022-12-31,2022,12,1
20911,2022-12-31,2022,12,2
20912,2022-12-31,2022,12,3
20913,2022-12-31,2022,12,4
20914,2022-12-31,2022,12,5
20915,2022-12-31,2022,12,6
20916,2022-12-31,2022,12,7
20917,2022-12-31,2022,12,8
20918,2022-12-31,2022,12,9
20919,2022-12-31,2022,12,10
20920,2022-12-31,2022,12,11
20921,2022-12-31,2022,12,12
20922,2022-12-31,2022,12,13
20923,2022-12-31,2022,12,14
20924,2022-12-31,2022,12,15
20925,2022-12-31,2022,12,16
20926,2022-12-31,2022,12,17
20927,2022-12-31,2022,12,18
20928,2022-12-31,2022,12,19
20929,2022-12-31,2022,12,20
20930,2022-12-31,2022,12,21
20931,2022-12-31,2022,12,22
20932,2022-12-31,2022,12,23
20933,2022-12-31,2022,12,24
20934,2022-12-31,2022,12,25
20935,2022-12-31,2022,12,26
20936,2022-12-31,2022,12,27
20937,2022-12-31,2022,12,28
20938,2022-12-31,2022,12,29
20939,2022-12-31,2022,12,30
20940,2022-12-31,2022,12,1
20941,2022-12-31,2022,12,2
20942,2022-12-31,2022,12,3
20943,2022-12-31,2022,12,4
20944,2022-12-31,2022,12,5
20945,2022-12-31,2022,12,6
20946,2022-12-31,2022,12,7
20947,2022-12-31,2022,12,8
20948,2022-12-31,2022,12,9
20949,2022-12-31,2022,12,10
20950,2022-12-31,2022,12,11
20951,2022-12-31,2022,12,12
20952,2022-12-31,2022,12,13
20953,2022-12-31,2022,12,14
20954,2022-12-31,2022,12,15
20955,2022-12-31,2022,12,16
20956,2022-12-31,2022,12,17
20957,2022-12-31,2022,12,18
20958,2022-12-31,2022,12,19
20959,2022-12-31,2022,12,20
20960,2022-12-31,2022,12,21
20961,2022-12-31,2022,12,22
20962,2022-12-31,2022,12,23
20963,2022-12-31,2022,12,24
20964,2022-12-31,2022,12,25
20965,2022-12-31,2022,12,26
20966,2022-12-31,2022,12,27
20967,2022-12-31,2022,12,28
20968,2022-12-31,2022,12,29
20969,2022-12-31,2022,12,30
20970,2022-12-31,2022,12,31
20971,2022-12-31,2022,12,1
20972,2022-12-31,2022,12,2
20973,2022-12-31,2022,12,3
20974,2022-12-31,2022,12,4
20975,2022-12-31,2022,12,5
20976,2022-12-31,2022,12,6
20977,2022-12-31,2022,12,7
20978,2022-12-31,2022,12,8
20979,2022-12-31,2022,12,9
20980,2022-12-31,2022,12,10
20981,2022-12-31,2022,12,11
20982,2022-12-31,2022,12,12
20983,2022-12-31,2022,12,13
20984,2022-12-31,2022,12,14
20985,2022-12-31,2022,12,15
20986,2022-12-31,2022,12,16
20987,2022-12-31,2022,12,17
20988,2022-12-31,2022,12,18
20989,2022-12-31,2022,12,19
20990,2022-12-31,2022,12,20
20991,2022-12-31,2022,12,21
20992,2022-12-31,2022,12,22
20993,2022-12-31,2022,12,23
20994,2022-12-31,2022,12,24
20995,2022-12-31,2022,12,25
20996,2022-12-31,2022,12,26
20997,2022-12-31,2022,12,27
20998,2022-12-31,2022,12,28
20999,2022-12-31,2022,12,29
21000,2022-12-31,2022,12,30
21001,2022-12-31,2022,12,1
21002,2022-12-31,2022,12,2
21003,2022-12-31,2022,12,3
21004,2022-12-31,2022,12,4
21005,2022-12-31,2022,12,5
21006,2022-12-31,2022,12,6
21007,2022-12-31,2022,12,7
21008,2022-12-31,2022,12,8
21009,2022-12-31,2022,12,9
21010,2022-12-31,2022,12,10
21011,2022-12-31,2022,12,11
21012,2022-12-31,2022,12,12
21013,2022-12-31,2022,12,13
21014,2022-12-31,2022,12,14
21015,2022-12-31,2022,12,15
21016,2022-12-31,2022,12,16
21017,2022-12-31,2022,12,17
21018,2022-12-31,2022,12,18
21019,2022-12-31,2022,12,19
21020,2022-12-31,2022,12,20
21021,2022-12-31,2022,12,21
21022,2022-12-31,2022,12,22
21023,2022-12-31,2022,12,23
21024,2022-12-31,2022,12,24
21025,2022-12-31,2022,12,25
21026,2022-12-31,2022,12,26
21027,2022-12-31,2022,12,27
21028,2022-12-31,2022,12,28
21029,2022-12-31,2022,12,29
21030,2022-12-31,2022,12,30
21031,2022-12-31,2022,12,31
21032,2022-12-31,2022,12,1
21033,2022-12-31,2022,12,2
21034,2022-12-31,2022,12,3
21035,2022-12-31,2022,12,4
21036,2022-12-31,2022,12,5
21037,2022-12-31,2022,12,6
21038,2022-12-31,2022,12,7
21039,2022-12-31,2022,12,8
21040,2022-12-31,2022,12,9
21041,2022-12-31,2022,12,10
21042,2022-12-31,2022,12,11
21043,2022-12-31,2022,12,12
21044,2022-12-31,2022,12,13
21045,2022-12-31,2022,12,14
21046,2022-12-31,2022,12,15
21047,2022-12-31,2022,12,16
21048,2022-12-31,2022,12,17
21049,2022-12-31,2022,12,18
21050,2022-12-31,2022,12,19
21051,2022-12-31,2022,12,20
21052,2022-12-31,2022,12,21
21053,2022-12-31,2022,12,22
21054,2022-12-31,2022,12,23
21055,2022-12-31,2022,12,24
21056,2022-12-31,2022,12,25
21057,2022-12-31,2022,12,26
21058,2022-12-31,2022,12,27
21059,2022-12-31,2022,12,28
21060,2022-12-31,2022,12,29
21061,2022-12-31,2022,12,30
21062,2022-12-31,2022,12,31
21063,2022-12-31,2022,12,1
21064,2022-12-31,2022,12,2
21065,2022-12-31,2022,12,3
21066,2022-12-31,2022,12,4
21067,2022-12-31,2022,12,5
21068,2022-12-31,2022,12,6
21069,2022-12-31,2022,12,7
21070,2022-12-31,2022,12,8
21071,2022-12-31,2022,12,9
21072,2022-12-31,2022,12,10
21073,2022-12-31,2022,12,11
21074,2022-12-31,2022,12,12
21075,2022-12-31,2022,12,13
21076,2022-12-31,2022,12,14
21077,2022-12-31,2022,12,15
21078,2022-12-31,2022,12,16
21079,2022-12-31,2022,12,17
21080,2022-12-31,2022,12,18
21081,2022-12-31,2022,12,19
21082,2022-12-31,2022,12,20
21083,2022-12-31,2022,12,21
21084,2022-12-31,2022,12,22
21085,2022-12-31,2022,12,23
21086,2022-12-31,2022,12,24
21087,2022-12-31,2022,12,25
21088,2022-12-31,2022,12,26
21089,2022-12-31,2022,12,27
21090,2022-12-31,2022,12,28
21091,2022-12-31,2022,12,29
21092,2022-12-31,2022,12,30
21093,2022-12-31,2022,12,1
21094,2022-12-31,2022,12,2
21095,2022-12-31,2022,12,3
21096,2022-12-31,2022,12,4
21097,2022-12-31,2022,12,5
21098,2022-12-31,2022,12,6
21099,2022-12-31,2022,12,7
21100,2022-12-31,2022,12,8
21101,2022-12-31,2022,12,9
21102,2022-12-31,2022,12,10
21103,2022-12-31,2022,12,11
21104,2022-12-31,2022,12,12
21105,2022-12-31,2022,12,13
21106,2022-12-31,2022,12,14
21107,2022-12-31,2022,12,15
21108,2022-12-31,2022,12,16
21109,2022-12-31,2022,12,17
21110,2022-12-31,2022,12,18
21111,2022-12-31,2022,12,19
21112,2022-12-31,2022,12,20
21113,2022-12-31,2022,12,21
21114,2022-12-31,2022,12,22
21115,2022-12-31,2022,12,23
21116,2022-12-31,2022,12,24
21117,2022-12-31,2022,12,25
21118,2022-12-31,2022,12,26
21119,2022-12-31,2022,12,27
21120,2022-12-31,2022,12,28
21121,2022-12-31,2022,12,29
21122,2022-12-31,2022,12,30
21123,2022-12-31,2022,12,31
21124,2022-12-31,2022,12,1
21125,2022-12-31,2022,12,2
21126,2022-12-31,2022,12,3
21127,2022-12-31,2022,12,4
21128,2022-12-31,2022,12,5
21129,2022-12-31,2022,12,6
21130,2022-12-31,2022,12,7
21131,2022-12-31,2022,12,8
21132,2022-12-31,2022,12,9
21133,2022-12-31,2022,12,10
21134,2022-12-31,2022,12,11
21135,2022-12-31,2022,12,12
21136,2022-12-31,2022,12,13
21137,2022-12-31,2022,12,14
21138,2022-12-31,2022,12,15
21139,2022-12-31,2022,12,16
21140,2022-12-31,2022,12,17
